name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_measurement_type,radius_measurement_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,unknown_teff,unknown_age,unknown_radius,unknown_period,unknown_impact,unknown_mag_v
Kepler-489 b,Confirmed,,,,,,,0.689,0.018,0.015,17.27629612,2.45e-06,2.45e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2454966.839246,0.000116,0.000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19231995+3811036 b, K00197.01, KIC 2987027 b, KOI-197 b, KOI-197.01, WISE J192319.97+381103.2 b",,Kepler-489,290.833158,38.184334,,,12.536,12.058,11.959,379.0,,,0.0,0.1,0.105,0.82,0.03,0.03,0.76,0.02,0.02,,3.31,-1.56,2.62,5014.0,58.34,70.48,,,"2MASS J19231995+3811036, KIC 2987027, KOI-197, WISE J192319.97+381103.2",False,False,False,False,True,True
Kepler-511 b,Confirmed,,,,,,,0.567,0.091,0.125,296.637865,0.0004472,0.0004472,,,,,,,,,,,2016,2021-02-05,,,,,,,2455236.672788,0.000944,0.000944,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J18514696+4734295 b, K00289.02, KIC 10386922 b, KOI-289 b, KOI-289.02, WISE J185146.93+473429.7 b",,Kepler-511,282.945693,47.574875,,,11.534,11.22,11.187,448.0,,,0.01,0.153,0.071,1.0,0.06,0.06,1.2,0.19,0.32,,7.94,-1.99,1.3,5770.0,56.66,52.35,,,"2MASS J18514696+4734295, KIC 10386922, KOI-289, WISE J185146.93+473429.7",False,False,False,False,True,True
Kepler-522 b,Confirmed,,,,,,,0.616,0.108,0.134,38.58422849,4.568e-05,4.568e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455007.833446,0.000869,0.000869,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19123695+4404077 b, K00318.01, KIC 8156120 b, KOI-318 b, KOI-318.01, WISE J191236.95+440407.7 b",,Kepler-522,288.153996,44.068821,,,11.302,11.092,11.068,749.0,,,0.41,0.039,0.038,1.54,0.11,0.14,1.98,0.35,0.43,,1.7,-0.25,0.23,6392.0,64.51,72.53,,,"2MASS J19123695+4404077, KIC 8156120, KOI-318, WISE J191236.95+440407.7",False,False,False,False,True,True
Kepler-561 b,Confirmed,,,,,,,0.621,0.054,0.108,58.3620495,3.229e-05,3.229e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455029.555062,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19345930+4506259 b, K00464.01, KIC 8890783 b, KOI-464 b, KOI-464.01, WISE J193459.30+450625.9 b",,Kepler-561,293.747096,45.10722,,,13.061,12.69,12.585,667.0,,,0.02,0.166,0.142,0.96,0.06,0.07,0.94,0.08,0.16,,4.27,-2.52,4.36,5646.0,189.65,175.4,,,"2MASS J19345930+4506259, KIC 8890783, KOI-464, WISE J193459.30+450625.9",False,False,False,False,True,True
Kepler-603 Ac,Confirmed,,,,,,,0.58,0.055,0.132,127.9075774,0.0004999,0.0004999,,,,,,,,,,,2016,2025-03-01,,,,,,,2455079.44953,0.00241,0.00241,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19370743+4217274 c, K00564.02, KIC 6786037 c, KOI-564 c, KOI-564.02, WISE J193707.43+421727.5 c",,Kepler-603 A,294.280982,42.29097,,,13.601,13.282,13.214,967.0,,,0.03,0.166,0.134,1.01,0.06,0.06,1.01,0.1,0.23,G2V,4.37,-2.56,2.7,5808.0,142.55,90.04,,,"2MASS J19370743+4217274, KIC 6786037, KOI-564, WISE J193707.43+421727.5",False,False,False,False,True,True
Kepler-643 b,Confirmed,,,,,,,0.906,0.024,0.031,16.33889626,1.826e-05,1.826e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2455010.916757,0.000877,0.000877,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19211855+4253538 b, K00674.01, KIC 7277317 b, KOI-674 b, KOI-674.01, WISE J192118.54+425353.7 b",,Kepler-643,290.327325,42.898281,,,12.212,11.672,11.583,1029.0,,,0.13,0.111,0.078,1.0,0.04,0.07,2.52,0.07,0.08,,12.02,-2.3,1.8,4908.0,47.77,45.26,,,"2MASS J19211855+4253538, KIC 7277317, KOI-674, WISE J192118.54+425353.7",False,False,False,False,True,True
Kepler-64 (AB)b,Confirmed,0.53,0.53,0.0,,,,0.553,0.015,0.015,138.506,0.1,0.1,0.634,0.011,0.011,0.0539,0.0081,0.0081,90.0,0.07,0.07,,2013,2024-08-12,348.0,6.7,5.0,,,,,,,2455074.71,0.11,0.11,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,"KIC 4862625 (AB) b, PH1 (AB) b",,Kepler-64 (AB),298.2167,39.955,,,,,,,,,,,,1.93,0.09,0.09,1.7,,,F+M,,,,,,,,,KIC 4862625 (AB),True,True,False,False,True,True
Kepler-682 b,Confirmed,,,,,,,0.658,0.045,0.069,12.61190667,6.46e-06,6.46e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455013.892444,0.000398,0.000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19162693+5144145 b, K00791.01, KIC 12644822 b, KOI-791 b, KOI-791.01, WISE J191626.93+514414.3 b",,Kepler-682,289.112222,51.737381,,,13.942,13.546,13.478,951.0,,,-0.05,0.172,0.143,0.92,0.05,0.04,0.89,0.06,0.09,,3.98,-2.34,5.18,5559.0,82.16,84.63,,,"2MASS J19162693+5144145, KIC 12644822, KOI-791, WISE J191626.93+514414.3",False,False,False,False,True,True
Kepler-693 Ab,Confirmed,,,,,,,0.908,0.069,0.045,15.37563332,1.072e-05,1.072e-05,0.1121,,,,,,,,,,2016,2024-07-28,,,,,,,2455006.613288,0.00065,0.00065,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,Primary Transit,"Kepler-693 b, 2MASS J18530085+4021295 b, WISE J185300.84+402129.5 b, TIC 237159318 b, KOI-824 b, KOI-824.01, KIC 5164255 b",,Kepler-693 A,283.253557,40.358196,,,14.877,14.359,14.178,1151.51,54.595,54.595,-0.1,0.181,0.167,0.78,,,0.8763,,,K0V,4.47,2.71,6.05,4822.0,122.0,122.0,,,"Kepler-693, 2MASS J18530085+4021295, KIC 5164255, KOI-824, WISE J185300.84+402129.5",False,False,False,False,True,True
Kepler-700 b,Confirmed,,,,,,,0.534,0.045,0.081,80.8720639,0.0001727,0.0001727,,,,,,,,,,,2016,2021-02-05,,,,,,,2455036.89696,0.00146,0.00146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19083703+4133568 b, K00847.01, KIC 6191521 b, KOI-847 b, KOI-847.01, WISE J190837.03+413356.6 b",,Kepler-700,287.1543,41.565788,,,13.935,13.585,13.569,1061.0,,,0.04,0.153,0.135,0.98,0.05,0.04,0.96,0.07,0.15,,4.37,-2.63,4.03,5692.0,115.63,77.65,,,"2MASS J19083703+4133568, KIC 6191521, KOI-847, WISE J190837.03+413356.6",False,False,False,False,True,True
Kepler-702 b,Confirmed,,,,,,,0.818,0.052,0.075,10.52629406,1.9e-06,1.9e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455009.522503,0.000142,0.000142,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19353074+4139423 b, K00850.01, KIC 6291653 b, KOI-850 b, KOI-850.01, WISE J193530.73+413942.3 b",,Kepler-702,293.878112,41.66177,,,13.968,13.532,13.492,892.0,,,0.0,0.161,0.143,0.9,0.05,0.05,0.86,0.05,0.08,,4.47,-2.78,5.65,5419.0,143.8,122.25,,,"2MASS J19353074+4139423, KIC 6291653, KOI-850, WISE J193530.73+413942.3",False,False,False,False,True,True
Kepler-767 b,Confirmed,,,,,,,0.592,0.049,0.077,161.5280101,0.0003086,0.0003086,,,,,,,,,,,2016,2021-02-05,,,,,,,2455031.00109,0.00139,0.00139,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19261900+3802089 b, K01099.01, KIC 2853093 b, KOI-1099 b, KOI-1099.01",,Kepler-767,291.579173,38.035828,,,14.26,13.891,13.812,1185.0,,,-0.05,0.198,0.143,0.96,0.06,0.06,0.94,0.08,0.12,,4.07,-2.37,3.6,5694.0,124.14,163.45,,,"2MASS J19261900+3802089, KIC 2853093, KOI-1099",False,False,False,False,True,True
Kepler-799 Ab,Confirmed,,,,,,,0.614,0.051,0.076,133.4605235,0.000253,0.000253,,,,,,,,,,,2016,2025-03-01,,,,,,,2455049.04571,0.0014,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19084197+4452428 b, K01261.01, KIC 8678594 b, KOI-1261 b, KOI-1261.01, WISE J190841.96+445242.9 b",,Kepler-799 A,287.174894,44.878571,,,13.969,13.601,13.524,1029.0,,,-0.07,0.19,0.158,0.95,0.06,0.05,0.93,0.07,0.12,G3V,3.98,-2.33,4.24,5681.0,90.98,116.48,,,"2MASS J19084197+4452428, KIC 8678594, KOI-1261, WISE J190841.96+445242.9",False,False,False,False,True,True
Kepler-816 b,Confirmed,,,,,,,0.914,0.048,0.061,10.50682565,3.82e-06,3.82e-06,,,,,,,,,,,2016,2021-02-05,,,,,,,2455193.082546,0.000262,0.000262,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19332708+3912448 b, K01320.01, KIC 4164994 b, KOI-1320 b, KOI-1320.01",,Kepler-816,293.362842,39.212452,,,14.426,14.045,13.892,1059.0,,,0.16,0.185,0.16,0.9,0.04,0.04,0.85,0.04,0.06,,4.17,-2.54,5.51,5286.0,88.41,54.61,,,"2MASS J19332708+3912448, KIC 4164994, KOI-1320",False,False,False,False,True,True
Kepler-820 b,Confirmed,,,,,,,0.543,0.079,0.239,127.8338098,0.0003082,0.0003082,,,,,,,,,,,2016,2021-02-05,,,,,,,2455126.41778,0.00192,0.00192,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19240483+3913144 b, K01335.01, KIC 4155328 b, KOI-1335 b, KOI-1335.01",,Kepler-820,291.020145,39.220678,,,12.841,12.584,12.53,989.0,,,0.09,0.14,0.132,1.23,0.1,0.19,1.36,0.2,0.59,,2.63,-0.93,0.845,6260.0,147.98,106.61,,,"2MASS J19240483+3913144, KIC 4155328, KOI-1335",False,False,False,False,True,True
Kepler-827 b,Confirmed,,,,,,,0.502,0.041,0.062,51.92927591,9.288e-05,9.288e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2454984.93175,0.00146,0.00146,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19395185+4242308 b, K01355.01, KIC 7211141 b, KOI-1355 b, KOI-1355.01, WISE J193951.86+424231.0 b",,Kepler-827,294.966046,42.708569,,,14.668,14.266,14.209,1352.0,,,-0.06,0.181,0.151,0.93,0.06,0.07,0.91,0.07,0.11,,4.37,-2.62,4.8,5602.0,142.49,179.4,,,"2MASS J19395185+4242308, KIC 7211141, KOI-1355, WISE J193951.86+424231.0",False,False,False,False,True,True
Kepler-82 f,Confirmed,0.06576,0.00315,0.00315,,,,,,,75.732,0.012,0.012,0.3395,0.0041,0.0041,0.0014,0.001,0.0018,86.3,0.56,0.56,,2019,2021-02-05,62.0,47.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,TTV,TTV,,"2MASS J19312961+4257580 f, KIC 7366258 f, KOI-880 f, WISE J193129.62+425758.0 f",,Kepler-82,292.87339,42.966137,,,13.879,13.527,13.518,927.97,23.07,23.07,0.15,0.1,0.1,0.91,0.03,0.03,0.9,0.02,0.04,,,,,5428.0,100.0,100.0,,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0",False,True,True,False,True,True
Kepler-857 b,Confirmed,,,,,,,0.607,0.061,0.152,85.35129427,9.562e-05,9.562e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2454994.009326,0.000882,0.000882,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19383177+4324016 b, K01472.01, KIC 7761545 b, KOI-1472 b, KOI-1472.01, WISE J193831.78+432401.8 b",,Kepler-857,294.632389,43.400467,,,13.847,13.499,13.403,1039.0,,,0.02,0.175,0.125,0.99,0.07,0.07,0.99,0.1,0.25,,4.27,-2.5,3.18,5773.0,173.8,125.46,,,"2MASS J19383177+4324016, KIC 7761545, KOI-1472, WISE J193831.78+432401.8",False,False,False,False,True,True
Kepler-86 b,Confirmed,0.34235,0.101,0.094,,,,0.8466,0.0143,0.0143,282.5254,0.0001,0.0001,0.824,0.019,0.019,0.28,0.13,0.12,89.915,0.022,0.022,,2013,2019-10-09,30.0,45.0,51.0,,,,,,,2455761.12272,0.00015,0.00015,,,,,,,,,,,,,11.47,3.0,3.0,281.0,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,,"KIC-12735740 b, PH-2 b",,Kepler-86,289.7625,51.9625,,,,,,,,,-0.078,0.028,0.032,0.94,0.02,0.02,1.0,0.05,0.05,,,,,5629.0,45.0,42.0,,,"KIC 12735740, PH2",False,True,False,False,True,True
Kepler-890 b,Confirmed,,,,,,,0.793,0.095,0.255,52.75875577,3.345e-05,3.345e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2454989.30675,0.000534,0.000534,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19134457+4345485 b, K01553.01, KIC 7951018 b, KOI-1553 b, KOI-1553.01, WISE J191344.57+434548.4 b",,Kepler-890,288.435745,43.763496,,,14.057,13.808,13.665,1387.0,,,0.09,0.166,0.152,1.09,0.07,0.1,1.13,0.14,0.36,,3.63,-1.88,1.88,5954.0,101.27,84.71,,,"2MASS J19134457+4345485, KIC 7951018, KOI-1553, WISE J191344.57+434548.4",False,False,False,False,True,True
Kepler-891 b,Confirmed,,,,,,,0.572,0.054,0.13,53.44945593,6.578e-05,6.578e-05,,,,,,,,,,,2016,2021-02-05,,,,,,,2454982.201815,0.000985,0.000985,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19242011+4021189 b, K01564.01, KIC 5184584 b, KOI-1564 b, KOI-1564.01, WISE J192420.12+402118.8 b",,Kepler-891,291.083797,40.355255,,,14.18,13.84,13.85,1372.0,,,0.09,0.148,0.145,1.06,0.06,0.08,1.07,0.1,0.24,,3.55,-1.93,2.45,5887.0,117.44,115.84,,,"2MASS J19242011+4021189, KIC 5184584, KOI-1564, WISE J192420.12+402118.8",False,False,False,False,True,True
Kepler-950 b,Confirmed,,,,,,,0.801,0.074,0.139,98.7180406,0.0001748,0.0001748,,,,,,,,,,,2016,2021-02-05,,,,,,,2454964.58611,0.00158,0.00158,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19114957+4107491 b, K01787.01, KIC 5864975 b, KOI-1787 b, KOI-1787.01, WISE J191149.57+410749.0 b",,Kepler-950,287.956566,41.130329,,,14.509,14.165,14.139,1489.0,,,0.02,0.17,0.135,1.02,0.06,0.07,1.02,0.09,0.17,,3.8,-2.1,2.6,5857.0,163.53,115.89,,,"2MASS J19114957+4107491, KIC 5864975, KOI-1787, WISE J191149.57+410749.0",False,False,False,False,True,True
Kepler-951 Ab,Confirmed,,,,,,,0.5139,0.0312,0.0196,71.52543938,9.47e-05,9.47e-05,0.3091,,,0.0,,,89.96,,,,2016,2024-08-03,,,,,,,2455024.692545,0.000907,0.000907,,,,,,,,,,0.066,0.066,0.293,,,,,,,340.0,,,,,,,,,Announced on a website,Primary Transit,,Primary Transit,"WISE J191057.01+380652.7 b, Kepler-951 b, KOI-1788 b, KOI-1788.01, K01788.01, KIC 2975770 b, 2MASS J19105701+3806524 b",,Kepler-951 A,287.73756,38.114567,,,12.92,12.382,12.251,382.509,3.406,3.467,-0.01,0.163,0.157,0.77,0.04,0.04,0.73,0.03,0.03,K2V,4.27,-2.44,6.06,4834.0,91.65,86.05,,,"WISE J191057.01+380652.7, Kepler-951, KOI-1788, KIC 2975770, 2MASS J19105701+3806524",False,False,False,False,False,True
Kepler-952 b,Confirmed,,,,,,,0.682,0.067,0.147,130.3546919,0.0002069,0.0002069,,,,,,,,,,,2016,2021-02-05,,,,,,,2454977.06014,0.00115,0.00115,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"2MASS J19012926+4159380 b, K01790.01, KIC 6504954 b, KOI-1790 b, KOI-1790.01, WISE J190129.25+415937.9 b",,Kepler-952,285.371949,41.993912,,,14.063,13.741,13.662,1167.0,,,0.06,0.15,0.136,1.0,0.05,0.06,0.99,0.08,0.21,,4.27,-2.5,3.62,5730.0,100.17,87.45,,,"2MASS J19012926+4159380, KIC 6504954, KOI-1790, WISE J190129.25+415937.9",False,False,False,False,True,True
KMT-2016-BLG-0625 b,Confirmed,0.051,0.044,0.044,,,,,,,,,,1.4,0.17,0.17,,,,,,,,2023,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-0625,271.41666668,-27.226944457,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-1105 b,Confirmed,0.0073,0.00585,0.02338,,,,,,,,,,2.44,0.75,0.88,,,,,,,,2022,2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-1105,266.445833349,-26.266388907,,,,,,5080.0,2150.0,2240.0,,,,0.41,0.21,0.25,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-1107 b,Confirmed,3.283,1.835,3.468,,,,,,,,,,0.342,0.085,0.07,,,,,,,,2018,2018-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,KMT-2016-BLG-1107,266.41666668,-26.031666679,,,,,,6651.0,1348.0,948.0,,,,0.087,0.049,0.092,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-1397 b,Confirmed,7.0,4.3,5.2,,,,,,,,,,5.1,1.7,1.5,,,,,,,,2018,2018-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-1397,272.66666668,-24.857777801,,,,,,6600.0,1300.0,1100.0,,,,0.45,0.28,0.23,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-1751,Confirmed,1.2,1.19,1.21,,,,,,,,,,1.39,0.5,0.5,,,,,,,,2023,2023-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-1751,268.366666676,-32.151944449,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-1836L b,Confirmed,2.2,1.1,1.9,,,,,,,,,,3.5,0.9,1.1,,,,,,,,2019,2019-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-1836L,268.25,-30.04083334,,,,,,7100.0,240.0,80.0,,,,0.49,0.25,0.38,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-2321 b,Confirmed,3.58,1.22,1.22,,,,,,,,,,3.58,0.81,0.81,,,,,,,,2024,2024-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMTNet-2016-BLG-2321,264.05833333333334,-25.525,,,,,,3580.0,1220.0,1220.0,,,,0.73,0.28,0.28,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-2364 b,Confirmed,3.93,2.17,3.16,,,,,,,,,,2.63,0.65,0.46,,,,,,,,2020,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-2364,265.716666684,-27.435555566,,,,,,6440.0,1.6,1.13,,,,0.5,0.27,0.4,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-2397 b,Confirmed,2.42,1.16,1.16,,,,,,,,,,2.83,1.19,0.84,,,,,,,,2020,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-2397,266.212500017,-23.201388894,,,,,,5009.0,2140.0,1500.0,,,,0.62,0.3,0.3,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2016-BLG-2605 b,Confirmed,0.771,0.401,1.183,,,,,,,,,,0.681,0.11,0.102,,,,,,,,2021,2021-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2016-BLG-2605,269.825000006,-26.981944476,,,,,,6421.0,991.0,878.0,,,,0.064,0.033,0.099,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-0165L b,Confirmed,0.107,0.038,0.047,,,,,,,,,,3.45,0.95,0.98,,,,,,,,2018,2018-09-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,KMT-2017-BLG-0165L,269.650000012,-28.133611114,,,,,,4530.0,980.0,1040.0,,,,0.76,0.27,0.34,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-0428 b,Confirmed,0.01114,0.00513,0.00614,,,,,,,,,,1.78,0.46,0.45,,,,,,,,2022,2022-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-0428,271.383333344,-28.490277793,,,,,,5400.0,2000.0,1820.0,,,,0.34,0.17,0.22,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-0673L b,Confirmed,3.67,3.1,3.2,,,,,,,,,,2.34,0.74,0.56,,,,,,,,2022,2022-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-0673L,264.758333334,-33.808055578,,,,,,5080.0,1590.0,1220.0,,,,0.63,0.37,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-0849 b,Confirmed,0.02011,0.009,0.0245,,,,,,,,,,2.73,0.6,0.7,,,,,,,,2024,2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-0849,265.3594583333333,-25.28121944444444,,,,,,7220.0,990.0,820.0,,,,0.19,0.09,0.23,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-1003 b,Confirmed,0.01633,0.0088,0.01696,,,,,,,,,,1.38,0.32,0.39,,,,,,,,2022,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-1003,265.412500013,-24.373888902,,,,,,7090.0,700.0,600.0,,,,0.32,0.17,0.31,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-1038 b,Confirmed,2.4,1.4,1.8,,,,,,,,,,1.9,0.6,0.6,,,,,,,,2018,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-1038,266.170833347,-25.143055566,,,,,,6100.0,1600.0,1200.0,,,,0.43,0.25,0.32,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-1057 b,Confirmed,0.0739,0.038,0.047,,,,,,,,,,,,,,,,,,,,2024,2024-07-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-1057,265.486,-22.33511111111111,,,,,,6500.0,1620.0,810.0,,,,0.57,0.3,0.37,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-1146 b,Confirmed,0.85,0.52,0.76,,,,,,,,,,1.7,0.6,0.6,,,,,,,,2018,2019-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-1146,269.104166675,-33.14250001,,,,,,6600.0,1900.0,1400.0,,,,0.4,0.25,0.34,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-1194 b,Confirmed,3.54,1.63,1.95,,,,,,,,,,1.78,0.46,0.46,,,,,,,,2022,2023-07-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-1194,274.320833339,-25.323888901,,,,,,4240.0,1710.0,2160.0,,,,0.41,0.1,0.23,,,,,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-2197 b,Confirmed,8.84,4.9,8.3,,,,,,,,,,15.91,2.7,2.1,,,,,,,,2025,2025-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-2197,262.61133333333333,-30.159311111111112,,,,,,7800.0,1310.0,1020.0,,,,0.36,0.2,0.34,,,,M3V,,,,,,,,,,True,True,True,True,True,True
KMT-2017-BLG-2331 b,Confirmed,0.538,0.277,0.44,,,,,,,,,,2.16,0.4,0.5,,,,,,,,2024,2024-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,KMT-2017-BLG-2331,264.40720833333336,-29.461211111111112,,,,,,8030.0,1050.0,840.0,,,,0.4,0.2,0.33,,,,,,,,,,,,,,True,True,True,True,True,True
